# Progression simulation
# runs=27772 seed=12345 moveCap=1000 manualProxy=Rand manualSecPerMove=1 manualRestartSec=5 stopAtPpo=False simulateResearch=True targetPrestiges=20 ppoNormalRunsPerPrestige=1000 ppoTrainingMovesPerRun=150
# finalChips=10000 totalEarned=250000 prestiges=20 insight=24262 cycleInsight=0 lifetimeInsight=837173 simSeconds=353145
# Cycles:
Cycle	StartRun	EndRun	StartSeconds	EndSeconds	DurationSeconds	InsightGained	Unfinished
15682	172637	Chip Yield	3400	chips	246600	250000
15682	172637	Active Multiplier L1	3400	chips	243200	250000
15682	172637	Passive Yield L1	4250	chips	238950	250000
15682	172637	Speed L1	5100	chips	233850	250000
15682	172637	Passive Tick Rate L1	5950	chips	227900	250000
15682	172637	Stack Cap L1	10200	chips	217700	250000
15682	172637	Solver STALL	18000	chips	199700	250000
15682	172637	Active Multiplier L2	21250	chips	178450	250000
15682	172637	Passive Yield L2	23800	chips	154650	250000
15682	172637	Speed L2	25500	chips	129150	250000
15682	172637	Passive Tick Rate L2	29750	chips	99400	250000
15682	172637	Queue Preview	34000	chips	65400	250000
15682	172637	Chip Yield	34000	chips	31400	250000
15690	172707	Difficulty L1	51000	chips	285	269885
15713	172872	Token Pack	10000	chips	31485	311085
15730	172991	Stack Cap L2	59500	chips	1409	340509
15757	173224	Profitable Ending L1	68000	chips	1443	408543
15775	173369	Token Pack	10000	chips	31741	448841
15796	173535	Scaling Frequency L1	76500	chips	369	493969
15813	173674	Token Pack	10000	chips	32960	536560
15834	173839	Solver LOOK	80000	chips	1465	585065
15858	174111	Token Pack	10000	chips	80420	674020
15864	174182	Agents Menu	102000	chips	1671	697271
15868	174223	Agent Merge Broker	51000	chips	4322	750922
15872	174264	Agent Highwater Analyst	102000	chips	11150	859750
15875	174298	Active Multiplier L3	110500	chips	13809	972909
15879	174337	Passive Yield L3	119000	chips	8438	1086538
15883	174378	Speed L3	127500	chips	15366	1220966
15886	174406	Compute Speed L1	127500	chips	39821	1372921
15888	174424	Solver PLAN-3	130000	chips	15380	1478480
15893	174470	Passive Tick Rate L3	148750	chips	51004	1662854
15897	174504	Difficulty L2	153000	chips	24484	1789334
15901	174536	Solver COMBO	180000	chips	3917	1948767
15907	174578	Agent Score Auditor	187000	chips	1726	2133576
15909	174593	Token Pack	10000	chips	57430	2199280
15915	174632	Profitable Ending L2	204000	chips	4930	2350780
15922	174683	Solver MOCA	220000	chips	26566	2592416
15929	174733	Compute Speed L2	255000	chips	2	2820852
15938	174796	Scaling Frequency L2	255000	chips	13366	3089216
15947	174857	Chip Yield	297500	chips	1695	3375045
15958	174925	Token Pack	10000	chips	361898	3745248
15958	174925	Stack Cap L3	340000	chips	21898	3745248
15965	174979	Queue Preview	340000	chips	19329	4082679
15972	175037	Agent Overclocker	340000	chips	5339	4408689
15985	175112	Solver PLAN-5	400000	chips	17881	4821231
16000	175200	Difficulty L3	510000	chips	25365	5338715
16008	175241	Token Pack	10000	chips	291284	5614634
16016	175285	Agent Quartermaster	552500	chips	34026	5909876
16034	175377	Compute Speed L3	595000	chips	7178	6478028
16054	175482	Active Multiplier L4	595000	chips	14524	7080374
16058	175503	Token Pack	10000	chips	146334	7222184
16071	175576	Profitable Ending L3	637500	chips	46262	7759612
16085	175656	Passive Yield L4	637500	chips	25807	8376657
16104	175761	Speed L4	680000	chips	66692	9097542
16108	175777	Token Pack	10000	chips	207434	9248284
16125	175842	Scaling Frequency L3	765000	chips	5285	9811135
16147	175927	Passive Tick Rate L4	765000	chips	46125	10616975
16158	175969	Token Pack	10000	chips	428137	11008987
16169	176010	Agent Restart Sponsor	850000	chips	32005	11462855
16196	176108	Solver MOCA+	900000	chips	16465	12347315
16208	176156	Token Pack	10000	chips	496136	12836986
16233	176249	Extra Agent Slot	1275000	chips	39179	13655029
16258	176344	Token Pack	10000	chips	1227136	14852986
16259	176348	Agent Token Prospector	1275000	chips	3550	14904400
16293	176476	Difficulty L4	1530000	chips	6214	16437064
16308	176529	Token Pack	10000	chips	690430	17131280
16328	176602	Compute Speed L4	1700000	chips	4854	18145704
16358	176706	Token Pack	10000	chips	1283003	19433853
16371	176752	Solver MCTS	1800000	chips	32596	19983446
16408	176873	Token Pack	10000	chips	1366269	21327119
16419	176911	Stack Cap L4	1870000	chips	18658	21849508
16458	177060	Token Pack	10000	chips	1867196	23708046
16459	177064	Profitable Ending L4	1870000	chips	37536	23748386
16496	177199	Agent Move Dividend	1870000	chips	29046	25609896
16508	177245	Token Pack	10000	chips	796347	26387197
16533	177338	Chip Yield	2125000	chips	26630	27742480
16558	177431	Token Pack	10000	chips	1615979	29341829
16569	177473	Scaling Frequency L4	2295000	chips	85709	30106559
16606	177606	Agent Velocity Trader	2550000	chips	57777	32628627
16608	177615	Token Pack	10000	chips	266837	32847687
16639	177729	Passive Yield L5	3230000	chips	59600	35870450
16658	177800	Token Pack	10000	chips	2208566	38029416
16671	177846	Speed L5	3400000	chips	18800	39239650
16708	177958	Token Pack	10000	chips	3616218	42847068
16711	177966	Compute Speed L5	3825000	chips	77291	43133141
16750	178081	Passive Tick Rate L5	3825000	chips	46827	46927677
16758	178104	Token Pack	10000	chips	738183	47629033
16788	178194	Active Multiplier L5	3825000	chips	70274	50786124
16808	178253	Token Pack	10000	chips	1711853	52437703
16843	178358	Difficulty L5	5100000	chips	54946	55880796
16858	178402	Token Pack	10000	chips	1649451	57485301
16904	178532	Modifiers Menu	2550000	chips	3728018	62113868
16904	178532	Modifier Unstable Stack L1	680000	chips	3048018	62113868
16904	178532	Modifier Unstable Stack L2	1360000	chips	1688018	62113868
16904	178532	Modifier Queue Scrubber L1	1530000	chips	158018	62113868
16908	178544	Token Pack	10000	chips	2040983	64006833
16908	178544	Modifier Miner's Pickaxe L1	1700000	chips	340983	64006833
16913	178559	Modifier Catalyst Stack L1	2550000	chips	96591	66312441
16915	178567	Modifier Mirror Stack L1	2550000	chips	448020	69213870
16917	178574	Modifier Unstable Stack L3	2720000	chips	1389484	72875334
16919	178582	Modifier Queue Scrubber L2	3060000	chips	673686	75219536
16921	178590	Modifier Miner's Pickaxe L2	3400000	chips	741493	78687343
16923	178599	Modifier Joker L1	3825000	chips	797654	82568504
16925	178607	Modifier Neural Accelerator L1	5100000	chips	2840100	89710950
16926	178612	Modifier Unstable Stack L4	5440000	chips	2393302	94704152
16927	178617	Profitable Ending L5	5950000	chips	619178	98880028
16929	178629	Modifier Queue Scrubber L3	6120000	chips	6290961	110671811
16930	178633	Scaling Frequency L5	6800000	chips	4103713	115284563
16931	178638	Modifier Miner's Pickaxe L3	6800000	chips	2998653	120979503
16933	178647	Stack Cap L5	9350000	chips	2912836	130243686
16935	178658	Modifier Unstable Stack L5	10880000	chips	1180841	139391691
16938	178673	Modifier Queue Scrubber L4	12240000	chips	5458769	155909619
16940	178681	Chip Yield	12750000	chips	786150	163987000
16944	178702	Modifier Miner's Pickaxe L4	13600000	chips	2717958	179518808
16949	178727	Modifier Queue Scrubber L5	24480000	chips	2427602	203708452
16954	178752	Modifier Miner's Pickaxe L5	27200000	chips	3677709	232158559
16958	178772	Token Pack	10000	chips	22692639	251183489
16972	178842	Solver PPO	100000000	chips	1398957	329889807
16973	187262	Prestige +3502 Insight	0	Insight	49334	250000
16973	187262	Research PPO Memory L5	12000	Insight	37334	250000
16973	187262	Research Insight Extractor L2	12000	Insight	25334	250000
16973	187262	Research Offline Engine L5	12000	Insight	13334	250000
16973	187262	Research Agent Synergy L5	12000	Insight	1334	250000
16973	187262	Chip Yield	3400	chips	246600	250000
16973	187262	Active Multiplier L1	3400	chips	243200	250000
16973	187262	Passive Yield L1	4250	chips	238950	250000
16973	187262	Speed L1	5100	chips	233850	250000
16973	187262	Passive Tick Rate L1	5950	chips	227900	250000
16973	187262	Stack Cap L1	10200	chips	217700	250000
16973	187262	Solver STALL	18000	chips	199700	250000
16973	187262	Active Multiplier L2	21250	chips	178450	250000
16973	187262	Passive Yield L2	23800	chips	154650	250000
16973	187262	Speed L2	25500	chips	129150	250000
16973	187262	Passive Tick Rate L2	29750	chips	99400	250000
16973	187262	Queue Preview	34000	chips	65400	250000
16973	187262	Chip Yield	34000	chips	31400	250000
16984	187349	Difficulty L1	51000	chips	1492	271092
17004	187496	Token Pack	10000	chips	30014	309614
17019	187607	Stack Cap L2	59500	chips	421	339521
17045	187839	Profitable Ending L1	68000	chips	2095	409195
17060	187970	Token Pack	10000	chips	32105	449205
17081	188141	Scaling Frequency L1	76500	chips	2624	496224
17099	188279	Token Pack	10000	chips	32267	535867
17121	188451	Solver LOOK	80000	chips	130	583730
17149	188751	Token Pack	10000	chips	80377	673977
17156	188825	Agents Menu	102000	chips	726	696326
17159	188859	Agent Merge Broker	51000	chips	10999	757599
17161	188887	Agent Highwater Analyst	102000	chips	4423	853023
17166	188934	Active Multiplier L3	110500	chips	35386	994486
17169	188966	Passive Yield L3	119000	chips	36706	1114806
17172	188998	Speed L3	127500	chips	5495	1211095
17175	189023	Compute Speed L1	127500	chips	8992	1342092
17179	189055	Solver PLAN-3	130000	chips	35702	1498802
17182	189085	Passive Tick Rate L3	148750	chips	30282	1642132
17185	189113	Difficulty L2	153000	chips	28963	1793813
17191	189157	Solver COMBO	180000	chips	27963	1972813
17196	189194	Agent Score Auditor	187000	chips	26128	2157978
17199	189215	Token Pack	10000	chips	128010	2269860
17202	189237	Profitable Ending L2	204000	chips	30205	2376055
17207	189276	Solver MOCA	220000	chips	17396	2583246
17215	189330	Compute Speed L2	255000	chips	11601	2832451
17222	189380	Scaling Frequency L2	255000	chips	6057	3081907
17232	189444	Chip Yield	297500	chips	24875	3398225
17243	189514	Stack Cap L3	340000	chips	37578	3750928
17249	189553	Token Pack	10000	chips	282130	4005480
17251	189568	Queue Preview	340000	chips	24601	4087951
17257	189615	Agent Overclocker	340000	chips	24545	4427895
17265	189665	Solver PLAN-5	400000	chips	9117	4812467
17279	189749	Difficulty L3	510000	chips	41368	5354718
17293	189824	Agent Quartermaster	552500	chips	44309	5910159
17299	189858	Token Pack	10000	chips	292727	6168577
17307	189902	Compute Speed L3	595000	chips	19997	6490847
17324	189993	Active Multiplier L4	595000	chips	34954	7100804
17342	190088	Profitable Ending L3	637500	chips	17153	7720503
17349	190125	Token Pack	10000	chips	244390	7957740
17359	190181	Passive Yield L4	637500	chips	194	8351044
17381	190296	Speed L4	680000	chips	32274	9063124
17399	190368	Token Pack	10000	chips	780621	9821471
17399	190368	Scaling Frequency L3	765000	chips	15621	9821471
17417	190436	Passive Tick Rate L4	765000	chips	22027	10592877
17441	190527	Agent Restart Sponsor	850000	chips	42803	11463653
17449	190556	Token Pack	10000	chips	320752	11751602
17466	190618	Solver MOCA+	900000	chips	20436	12351286
17499	190741	Token Pack	10000	chips	1160582	13501432
17503	190756	Extra Agent Slot	1275000	chips	54341	13670191
17530	190855	Agent Token Prospector	1275000	chips	24113	14914963
17549	190927	Token Pack	10000	chips	890839	15791689
17564	190983	Difficulty L4	1530000	chips	11426	16442276
17599	191105	Token Pack	10000	chips	1695469	18136319
17600	191108	Compute Speed L4	1700000	chips	44152	18185002
17640	191243	Solver MCTS	1800000	chips	11852	19952702
17649	191274	Token Pack	10000	chips	445545	20396395
17683	191391	Stack Cap L4	1870000	chips	20814	21841664
17699	191447	Token Pack	10000	chips	760130	22590980
17720	191525	Profitable Ending L4	1870000	chips	35732	23736582
17749	191634	Token Pack	10000	chips	1613298	25324148
17754	191654	Agent Move Dividend	1870000	chips	40514	25621364
17791	191793	Chip Yield	2125000	chips	36348	27742198
17799	191821	Token Pack	10000	chips	455604	28171454
17828	191929	Scaling Frequency L4	2295000	chips	17672	30028522
17849	192003	Token Pack	10000	chips	1326342	31347192
17869	192078	Agent Velocity Trader	2550000	chips	17119	32587969
17897	192183	Passive Yield L5	3230000	chips	44754	35845604
17899	192190	Token Pack	10000	chips	202715	36013565
17930	192302	Speed L5	3400000	chips	36324	39247174
17949	192359	Token Pack	10000	chips	2163632	41384482
17964	192405	Compute Speed L5	3825000	chips	76965	43122815
17997	192505	Passive Tick Rate L5	3825000	chips	43815	46914665
17999	192511	Token Pack	10000	chips	320041	47200891
18034	192615	Active Multiplier L5	3825000	chips	53991	50759841
18049	192659	Token Pack	10000	chips	1437721	52153571
18085	192768	Difficulty L5	5100000	chips	16854	55832704
18099	192807	Token Pack	10000	chips	1570429	57396279
18109	192836	Modifiers Menu	2550000	chips	48634	58424484
18110	192839	Modifier Unstable Stack L1	680000	chips	24913	59080763
18113	192848	Modifier Unstable Stack L2	1360000	chips	477992	60893842
18115	192854	Modifier Queue Scrubber L1	1530000	chips	321370	62267220
18118	192862	Modifier Miner's Pickaxe L1	1700000	chips	549462	64195312
18123	192877	Modifier Catalyst Stack L1	2550000	chips	522445	66718295
18126	192886	Modifier Mirror Stack L1	2550000	chips	433344	69179194
18128	192894	Modifier Unstable Stack L3	2720000	chips	1397518	72863368
18129	192898	Modifier Queue Scrubber L2	3060000	chips	301408	74827258
18131	192905	Modifier Miner's Pickaxe L2	3400000	chips	772654	78698504
18133	192912	Modifier Joker L1	3825000	chips	1698869	83449719
18135	192920	Modifier Neural Accelerator L1	5100000	chips	3203082	90053932
18136	192924	Modifier Unstable Stack L4	5440000	chips	728100	93018950
18138	192934	Profitable Ending L5	5950000	chips	1023808	99264658
18139	192938	Modifier Queue Scrubber L3	6120000	chips	1827770	106188620
18141	192948	Scaling Frequency L5	6800000	chips	2177376	113338226
18143	192956	Modifier Miner's Pickaxe L3	6800000	chips	3045936	121006786
18144	192961	Stack Cap L5	9350000	chips	733272	128044122
18146	192972	Modifier Unstable Stack L5	10880000	chips	186950	138377800
18149	192986	Token Pack	10000	chips	14158195	152359045
18149	192986	Modifier Queue Scrubber L4	12240000	chips	1918195	152359045
18152	193000	Chip Yield	12750000	chips	2265214	165456064
18155	193016	Modifier Miner's Pickaxe L4	13600000	chips	22704407	199495257
18156	193021	Modifier Queue Scrubber L5	24480000	chips	5791403	207062253
18161	193046	Modifier Miner's Pickaxe L5	27200000	chips	1540808	230011658
18177	193127	Solver PPO	100000000	chips	1526873	329997723
18178	201762	Prestige +3592 Insight	0	Insight	46571	250000
18178	201762	Research Yield Theory L3	15000	Insight	31571	250000
18178	201762	Research Stability Model L3	15000	Insight	16571	250000
18178	201762	Chip Yield	3400	chips	246600	250000
18178	201762	Active Multiplier L1	3400	chips	243200	250000
18178	201762	Passive Yield L1	4250	chips	238950	250000
18178	201762	Speed L1	5100	chips	233850	250000
18178	201762	Passive Tick Rate L1	5950	chips	227900	250000
18178	201762	Stack Cap L1	10200	chips	217700	250000
18178	201762	Solver STALL	18000	chips	199700	250000
18178	201762	Active Multiplier L2	21250	chips	178450	250000
18178	201762	Passive Yield L2	23800	chips	154650	250000
18178	201762	Speed L2	25500	chips	129150	250000
18178	201762	Passive Tick Rate L2	29750	chips	99400	250000
18178	201762	Queue Preview	34000	chips	65400	250000
18178	201762	Chip Yield	34000	chips	31400	250000
18185	201822	Difficulty L1	51000	chips	997	270597
18204	201958	Token Pack	10000	chips	31298	310898
18217	202053	Stack Cap L2	59500	chips	764	339864
18241	202254	Profitable Ending L1	68000	chips	1628	408728
18255	202371	Token Pack	10000	chips	31393	448493
18272	202510	Scaling Frequency L1	76500	chips	160	493760
18300	202736	Solver LOOK	80000	chips	872	574472
18308	202835	Token Pack	10000	chips	32418	616018
18323	203012	Agents Menu	102000	chips	1519	687119
18327	203052	Agent Merge Broker	51000	chips	14765	751365
18330	203083	Agent Highwater Analyst	102000	chips	1115	839715
18332	203108	Active Multiplier L3	110500	chips	1918	951018
18336	203148	Passive Yield L3	119000	chips	24698	1092798
18339	203178	Speed L3	127500	chips	19313	1214913
18341	203196	Compute Speed L1	127500	chips	24952	1348052
18344	203218	Solver PLAN-3	130000	chips	19573	1472673
18346	203237	Passive Tick Rate L3	148750	chips	10370	1612220
18350	203272	Difficulty L2	153000	chips	26198	1781048
18354	203306	Token Pack	10000	chips	185547	1950397
18354	203306	Solver COMBO	180000	chips	5547	1950397
18360	203346	Agent Score Auditor	187000	chips	17390	2149240
18366	203387	Profitable Ending L2	204000	chips	26738	2362588
18371	203422	Solver MOCA	220000	chips	16261	2572111
18377	203464	Compute Speed L2	255000	chips	23879	2834729
18384	203516	Scaling Frequency L2	255000	chips	34498	3100348
18392	203570	Chip Yield	297500	chips	36269	3399619
18397	203605	Stack Cap L3	340000	chips	1493	3704843
18404	203654	Token Pack	10000	chips	361941	4075291
18404	203654	Queue Preview	340000	chips	21941	4075291
18412	203708	Agent Overclocker	340000	chips	26455	4419805
18420	203757	Solver PLAN-5	400000	chips	17321	4810671
18431	203824	Difficulty L3	510000	chips	930	5304280
18444	203896	Agent Quartermaster	552500	chips	14803	5870653
18454	203953	Token Pack	10000	chips	478575	6344425
18456	203966	Compute Speed L3	595000	chips	93896	6554746
18469	204036	Active Multiplier L4	595000	chips	27898	7083748
18483	204113	Profitable Ending L3	637500	chips	15456	7708806
18500	204203	Passive Yield L4	637500	chips	50859	8381709
18504	204223	Token Pack	10000	chips	184684	8525534
18513	204277	Speed L4	680000	chips	2467	9023317
18532	204351	Scaling Frequency L3	765000	chips	42765	9828615
18548	204411	Passive Tick Rate L4	765000	chips	16616	10567466
18554	204434	Token Pack	10000	chips	258600	10819450
18565	204475	Agent Restart Sponsor	850000	chips	4960	11415810
18582	204541	Solver MOCA+	900000	chips	915	12311765
18604	204621	Token Pack	10000	chips	999237	13320087
18613	204652	Extra Agent Slot	1275000	chips	15948	13611798
18634	204733	Agent Token Prospector	1275000	chips	16187	14887037
18654	204808	Token Pack	10000	chips	1020599	15901449
18665	204848	Difficulty L4	1530000	chips	102303	16513153
18698	204963	Compute Speed L4	1700000	chips	58824	18169674
18704	204985	Token Pack	10000	chips	452360	18573210
18730	205073	Solver MCTS	1800000	chips	25043	19945893
18754	205154	Token Pack	10000	chips	1388118	21318968
18763	205186	Stack Cap L4	1870000	chips	8039	21808889
18794	205302	Profitable Ending L4	1870000	chips	71425	23742275
18804	205341	Token Pack	10000	chips	1030787	24711637
18819	205397	Agent Move Dividend	1870000	chips	46987	25597837
18850	205516	Chip Yield	2125000	chips	56479	27732329
18854	205531	Token Pack	10000	chips	343701	28029551
18879	205623	Scaling Frequency L4	2295000	chips	19724	30000574
18904	205712	Token Pack	10000	chips	2143761	32134611
18910	205736	Agent Velocity Trader	2550000	chips	73063	32613913
18935	205828	Passive Yield L5	3230000	chips	71934	35842784
18954	205896	Token Pack	10000	chips	2425341	38206191
18962	205925	Speed L5	3400000	chips	116061	39296911
18992	206015	Compute Speed L5	3825000	chips	94413	43100263
19004	206050	Token Pack	10000	chips	1558888	44574738
19023	206105	Passive Tick Rate L5	3825000	chips	14903	46855753
19054	206198	Token Pack	10000	chips	3611479	50462329
19056	206205	Active Multiplier L5	3825000	chips	150948	50826798
19096	206322	Difficulty L5	5100000	chips	6715	55782565
19104	206346	Token Pack	10000	chips	1322520	57108370
19113	206373	Modifiers Menu	2550000	chips	85575	58421425
19114	206376	Modifier Unstable Stack L1	680000	chips	987381	60003231
19115	206379	Modifier Unstable Stack L2	1360000	chips	263636	60639486
19117	206385	Modifier Queue Scrubber L1	1530000	chips	271132	62176982
19120	206394	Modifier Miner's Pickaxe L1	1700000	chips	181237	63787087
19123	206403	Modifier Catalyst Stack L1	2550000	chips	186710	66342560
19125	206410	Modifier Mirror Stack L1	2550000	chips	1190767	69896617
19126	206414	Modifier Unstable Stack L3	2720000	chips	3445957	74871807
19126	206414	Modifier Queue Scrubber L2	3060000	chips	385957	74871807
19127	206419	Modifier Miner's Pickaxe L2	3400000	chips	217322	78103172
19128	206423	Modifier Joker L1	3825000	chips	523423	82234273
19130	206431	Modifier Neural Accelerator L1	5100000	chips	440512	87251362
19132	206439	Modifier Unstable Stack L4	5440000	chips	774946	93025796
19134	206449	Profitable Ending L5	5950000	chips	2310313	100511163
19135	206453	Modifier Queue Scrubber L3	6120000	chips	1358093	105678943
19137	206461	Scaling Frequency L5	6800000	chips	942249	112063099
19139	206470	Modifier Miner's Pickaxe L3	6800000	chips	3239616	121160466
19141	206479	Stack Cap L5	9350000	chips	3603845	130874695
19143	206489	Modifier Unstable Stack L5	10880000	chips	2915263	141066113
19145	206498	Modifier Queue Scrubber L4	12240000	chips	2377542	152768392
19147	206507	Chip Yield	12750000	chips	1989797	165130647
19150	206521	Modifier Miner's Pickaxe L4	13600000	chips	3805164	180546014
19154	206542	Token Pack	10000	chips	27648619	204399469
19154	206542	Modifier Queue Scrubber L5	24480000	chips	3168619	204399469
19157	206558	Modifier Miner's Pickaxe L5	27200000	chips	1167129	229597979
19163	206591	Solver PPO	100000000	chips	10641354	339072204
19164	215274	Prestige +3536 Insight	0	Insight	61706	250000
19164	215274	Research High Focus L4	18000	Insight	43706	250000
19164	215274	Research Bulk Discount L4	18000	Insight	25706	250000
19164	215274	Chip Yield	3200	chips	246800	250000
19164	215274	Active Multiplier L1	3200	chips	243600	250000
19164	215274	Passive Yield L1	4000	chips	239600	250000
19164	215274	Speed L1	4800	chips	234800	250000
19164	215274	Passive Tick Rate L1	5600	chips	229200	250000
19164	215274	Stack Cap L1	9600	chips	219600	250000
19164	215274	Solver STALL	18000	chips	201600	250000
19164	215274	Active Multiplier L2	20000	chips	181600	250000
19164	215274	Passive Yield L2	22400	chips	159200	250000
19164	215274	Speed L2	24000	chips	135200	250000
19164	215274	Passive Tick Rate L2	28000	chips	107200	250000
19164	215274	Queue Preview	32000	chips	75200	250000
19164	215274	Chip Yield	32000	chips	43200	250000
19166	215291	Difficulty L1	48000	chips	517	255317
19190	215468	Token Pack	10000	chips	46389	311189
19194	215500	Stack Cap L2	56000	chips	1809	322609
19216	215687	Profitable Ending L1	64000	chips	2221	387021
19240	215881	Token Pack	10000	chips	55386	450186
19246	215931	Scaling Frequency L1	72000	chips	818	467618
19276	216163	Solver LOOK	80000	chips	2573	549373
19290	216325	Token Pack	10000	chips	59246	616046
19300	216427	Agents Menu	96000	chips	1402	654202
19303	216462	Agent Merge Broker	48000	chips	24515	725315
19305	216485	Agent Highwater Analyst	96000	chips	19490	816290
19308	216516	Active Multiplier L3	104000	chips	43735	944535
19310	216544	Passive Yield L3	112000	chips	72221	1085021
19312	216564	Speed L3	120000	chips	26617	1159417
19315	216589	Compute Speed L1	120000	chips	97570	1350370
19316	216598	Solver PLAN-3	130000	chips	30488	1413288
19318	216619	Passive Tick Rate L3	140000	chips	37268	1560068
19320	216642	Difficulty L2	144000	chips	74885	1741685
19323	216667	Agent Score Auditor	176000	chips	73351	1916151
19325	216684	Solver COMBO	180000	chips	2306	2025106
19330	216719	Profitable Ending L2	192000	chips	19484	2234284
19337	216765	Solver MOCA	220000	chips	35562	2470362
19340	216788	Token Pack	10000	chips	159749	2604549
19343	216808	Compute Speed L2	240000	chips	22967	2707767
19350	216856	Scaling Frequency L2	240000	chips	16229	2941029
19357	216901	Chip Yield	280000	chips	20109	3224909
19363	216942	Stack Cap L3	320000	chips	1501	3526301
19369	216987	Queue Preview	320000	chips	36661	3881461
19376	217035	Agent Overclocker	320000	chips	43109	4207909
19384	217084	Solver PLAN-5	400000	chips	37289	4602089
19390	217121	Token Pack	10000	chips	319577	4894377
19393	217141	Difficulty L3	480000	chips	28030	5082830
19404	217201	Agent Quartermaster	520000	chips	20274	5595074
19419	217283	Compute Speed L3	560000	chips	31783	6166583
19431	217350	Active Multiplier L4	560000	chips	6726	6701526
19440	217398	Token Pack	10000	chips	376023	7080823
19447	217433	Profitable Ending L3	600000	chips	28119	7332919
19463	217516	Passive Yield L4	600000	chips	1550	7906350
19477	217595	Speed L4	640000	chips	4952	8549752
19490	217650	Token Pack	10000	chips	714620	9269420
19491	217654	Scaling Frequency L3	720000	chips	17749	9292549
19507	217715	Passive Tick Rate L4	720000	chips	31626	10026426
19525	217785	Agent Restart Sponsor	800000	chips	32918	10827718
19540	217840	Token Pack	10000	chips	606737	11411537
19546	217865	Solver MOCA+	900000	chips	24314	11729114
19574	217970	Extra Agent Slot	1200000	chips	2177	12906977
19590	218028	Token Pack	10000	chips	738428	13653228
19599	218062	Agent Token Prospector	1200000	chips	36879	14151679
19626	218163	Difficulty L4	1440000	chips	45462	15600262
19640	218213	Token Pack	10000	chips	877424	16442224
19651	218253	Compute Speed L4	1600000	chips	2897	17167697
19683	218366	Stack Cap L4	1760000	chips	99473	19024273
19690	218391	Token Pack	10000	chips	577742	19512542
19708	218459	Profitable Ending L4	1760000	chips	6049	20700849
19731	218546	Agent Move Dividend	1760000	chips	44462	22499262
19740	218580	Token Pack	10000	chips	540387	23005187
19760	218656	Solver MCTS	1800000	chips	68610	24333410
19790	218767	Token Pack	10000	chips	1931833	26206633
19792	218774	Chip Yield	2000000	chips	18869	26293669
19819	218876	Scaling Frequency L4	2160000	chips	21446	28456246
19840	218953	Token Pack	10000	chips	1654825	30099625
19851	218992	Agent Velocity Trader	2400000	chips	113534	30958334
19874	219074	Passive Yield L5	3040000	chips	27442	33912242
19890	219132	Token Pack	10000	chips	1986400	35881200
19900	219167	Speed L5	3200000	chips	81410	37176210
19928	219250	Compute Speed L5	3600000	chips	106055	40800855
19940	219284	Token Pack	10000	chips	1472766	42177566
19956	219331	Passive Tick Rate L5	3600000	chips	80427	44385227
19984	219415	Active Multiplier L5	3600000	chips	47204	47952004
19990	219432	Token Pack	10000	chips	997968	48912768
20022	219527	Difficulty L5	4800000	chips	118721	52833521
20040	219578	Token Pack	10000	chips	2782951	55507751
20042	219584	Modifiers Menu	2400000	chips	1008587	56133387
20042	219584	Modifier Unstable Stack L1	640000	chips	368587	56133387
20044	219590	Modifier Unstable Stack L2	1280000	chips	105319	57150119
20046	219595	Modifier Queue Scrubber L1	1440000	chips	290113	58774913
20048	219602	Modifier Miner's Pickaxe L1	1600000	chips	215459	60300259
20051	219612	Modifier Catalyst Stack L1	2400000	chips	312494	62797294
20054	219621	Modifier Mirror Stack L1	2400000	chips	494112	65378912
20055	219625	Modifier Unstable Stack L3	2560000	chips	66570	67511370
20057	219633	Modifier Queue Scrubber L2	2880000	chips	2748588	73073388
20058	219637	Modifier Miner's Pickaxe L2	3200000	chips	1177159	74701959
20059	219641	Modifier Joker L1	3600000	chips	703896	77828696
20060	219644	Modifier Neural Accelerator L1	4800000	chips	751232	82676032
20062	219653	Modifier Unstable Stack L4	5120000	chips	2974645	90019445
20063	219658	Profitable Ending L5	5600000	chips	1739059	94383859
20064	219662	Modifier Queue Scrubber L3	5760000	chips	2282736	100687536
20066	219671	Scaling Frequency L5	6400000	chips	4618554	109423354
20067	219676	Modifier Miner's Pickaxe L3	6400000	chips	6586409	117791209
20068	219681	Stack Cap L5	8800000	chips	2574467	122579267
20071	219694	Modifier Unstable Stack L5	10240000	chips	1131013	131375813
20074	219708	Modifier Queue Scrubber L4	11520000	chips	427141	142191941
20078	219727	Chip Yield	12000000	chips	5190409	158955209
20080	219737	Modifier Miner's Pickaxe L4	12800000	chips	3136826	169701626
20082	219749	Modifier Queue Scrubber L5	23040000	chips	5673505	195278305
20085	219765	Modifier Miner's Pickaxe L5	25600000	chips	7544399	222749199
20090	219791	Token Pack	10000	chips	48417085	263631885
20098	219830	Solver PPO	100000000	chips	8997287	324212087
20099	228569	Prestige +4040 Insight	0	Insight	76539	250000
20099	228569	Research Insight Extractor L3	30000	Insight	46539	250000
20099	228569	Research Yield Theory L4	36000	Insight	10539	250000
20099	228569	Chip Yield	3200	chips	246800	250000
20099	228569	Active Multiplier L1	3200	chips	243600	250000
20099	228569	Passive Yield L1	4000	chips	239600	250000
20099	228569	Speed L1	4800	chips	234800	250000
20099	228569	Passive Tick Rate L1	5600	chips	229200	250000
20099	228569	Stack Cap L1	9600	chips	219600	250000
20099	228569	Solver STALL	18000	chips	201600	250000
